[2023-07-25 02:57:45.901 PM] : 	ToServer/0ACFD54A - LOG,9,1690173389,BAR,572.0,
[2023-07-25 03:32:41.806 PM] : 	{"id":2198796,"dateTimeUTC":"2023-07-25T05:32:23.950Z","timestampUTC":1690263143,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":4101,"logNote":""}
[2023-07-25 03:32:41.807 PM] : 	{"id":2198763,"dateTimeUTC":"2023-07-25T05:32:23.844Z","timestampUTC":1690263143,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":1917,"logNote":""}
[2023-07-25 03:32:41.812 PM] : 	{"id":2198762,"dateTimeUTC":"2023-07-25T05:32:23.843Z","timestampUTC":1690263143,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":2894,"logNote":""}
[2023-07-25 03:32:41.843 PM] : 	ToServer/AAAAAA - LOG,9,1690263161,test,5703,
[2023-07-25 03:32:41.843 PM] : 	ToServer/BBBBBB - LOG,1,1690263161,test,868,
[2023-07-25 03:32:41.843 PM] : 	ToServer/CCCCC - LOG,8,1690263161,test,2947,
[2023-07-25 03:32:41.843 PM] : 	ToServer/DDDDD - LOG,0,1690263161,test,1487,
[2023-07-25 03:32:41.843 PM] : 	ToServer/EEEEE - LOG,4,1690263161,test,5622,
[2023-07-25 03:32:41.863 PM] : 	{"id":2198801,"dateTimeUTC":"2023-07-25T05:32:23.950Z","timestampUTC":1690263143,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":3860,"logNote":""}
[2023-07-25 03:32:41.886 PM] : 	ToServer/AAAAAA - LOG,1,1690263161,test,4526,
[2023-07-25 03:32:41.887 PM] : 	ToServer/BBBBBB - LOG,4,1690263161,test,3977,
[2023-07-25 03:32:41.887 PM] : 	ToServer/CCCCC - LOG,8,1690263161,test,3329,
[2023-07-25 03:32:41.887 PM] : 	ToServer/DDDDD - LOG,0,1690263161,test,585,
[2023-07-25 03:32:41.887 PM] : 	ToServer/EEEEE - LOG,8,1690263161,test,3486,
[2023-07-25 03:32:41.887 PM] : 	{"id":2198802,"dateTimeUTC":"2023-07-25T05:32:23.950Z","timestampUTC":1690263143,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":5754,"logNote":""}
[2023-07-25 03:32:41.902 PM] : 	{"id":2198807,"dateTimeUTC":"2023-07-25T05:32:23.740Z","timestampUTC":1690263143,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":5904,"logNote":""}
[2023-07-25 03:32:41.940 PM] : 	ToServer/AAAAAA - LOG,9,1690263161,test,911,
[2023-07-25 03:32:41.940 PM] : 	ToServer/BBBBBB - LOG,0,1690263161,test,821,
[2023-07-25 03:32:41.940 PM] : 	ToServer/CCCCC - LOG,4,1690263161,test,6754,
[2023-07-25 03:32:41.940 PM] : 	ToServer/DDDDD - LOG,7,1690263161,test,2064,
[2023-07-25 03:32:41.940 PM] : 	ToServer/EEEEE - LOG,6,1690263161,test,6534,
[2023-07-25 03:32:41.942 PM] : 	{"id":2198809,"dateTimeUTC":"2023-07-25T05:32:23.992Z","timestampUTC":1690263143,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":2796,"logNote":""}
[2023-07-25 03:32:41.946 PM] : 	{"id":2198814,"dateTimeUTC":"2023-07-25T05:32:23.992Z","timestampUTC":1690263143,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":2580,"logNote":""}
[2023-07-25 03:32:41.947 PM] : 	{"id":2198810,"dateTimeUTC":"2023-07-25T05:32:23.992Z","timestampUTC":1690263143,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":8964,"logNote":""}
[2023-07-25 03:32:41.980 PM] : 	{"id":2198819,"dateTimeUTC":"2023-07-25T05:32:24.044Z","timestampUTC":1690263143,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":4600,"logNote":""}
[2023-07-25 03:32:41.989 PM] : 	ToServer/AAAAAA - LOG,5,1690263161,test,1926,
[2023-07-25 03:32:41.989 PM] : 	ToServer/BBBBBB - LOG,5,1690263161,test,880,
[2023-07-25 03:32:41.990 PM] : 	ToServer/CCCCC - LOG,3,1690263161,test,1523,
[2023-07-25 03:32:41.990 PM] : 	ToServer/DDDDD - LOG,8,1690263161,test,719,
[2023-07-25 03:32:41.990 PM] : 	ToServer/EEEEE - LOG,7,1690263161,test,7288,
[2023-07-25 03:32:41.990 PM] : 	{"id":2198820,"dateTimeUTC":"2023-07-25T05:32:23.992Z","timestampUTC":1690263143,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":155,"logNote":""}
[2023-07-25 03:32:42.005 PM] : 	{"id":2198821,"dateTimeUTC":"2023-07-25T05:32:23.992Z","timestampUTC":1690263143,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":5998,"logNote":""}
[2023-07-25 03:32:42.017 PM] : 	{"id":2198822,"dateTimeUTC":"2023-07-25T05:32:24.045Z","timestampUTC":1690263143,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":9375,"logNote":""}
[2023-07-25 03:32:42.030 PM] : 	{"id":2198829,"dateTimeUTC":"2023-07-25T05:32:24.044Z","timestampUTC":1690263143,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":3456,"logNote":""}
[2023-07-25 03:32:42.030 PM] : 	{"id":2198828,"dateTimeUTC":"2023-07-25T05:32:24.044Z","timestampUTC":1690263143,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":6123,"logNote":""}
[2023-07-25 03:32:42.032 PM] : 	{"id":2198830,"dateTimeUTC":"2023-07-25T05:32:24.097Z","timestampUTC":1690263144,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":6641,"logNote":""}
[2023-07-25 03:32:42.036 PM] : 	ToServer/AAAAAA - LOG,0,1690263161,test,4113,
[2023-07-25 03:32:42.036 PM] : 	ToServer/BBBBBB - LOG,5,1690263161,test,7243,
[2023-07-25 03:32:42.036 PM] : 	ToServer/CCCCC - LOG,5,1690263161,test,2109,
[2023-07-25 03:32:42.036 PM] : 	ToServer/DDDDD - LOG,6,1690263161,test,6492,
[2023-07-25 03:32:42.036 PM] : 	ToServer/EEEEE - LOG,3,1690263161,test,5065,
[2023-07-25 03:32:42.041 PM] : 	{"id":2198831,"dateTimeUTC":"2023-07-25T05:32:24.097Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":3110,"logNote":""}
[2023-07-25 03:32:42.077 PM] : 	{"id":2198832,"dateTimeUTC":"2023-07-25T05:32:23.950Z","timestampUTC":1690263143,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":5141,"logNote":""}
[2023-07-25 03:32:42.087 PM] : 	ToServer/AAAAAA - LOG,2,1690263161,test,6294,
[2023-07-25 03:32:42.087 PM] : 	ToServer/BBBBBB - LOG,3,1690263161,test,7239,
[2023-07-25 03:32:42.088 PM] : 	ToServer/CCCCC - LOG,3,1690263161,test,2772,
[2023-07-25 03:32:42.088 PM] : 	ToServer/DDDDD - LOG,1,1690263161,test,3952,
[2023-07-25 03:32:42.088 PM] : 	ToServer/EEEEE - LOG,6,1690263161,test,8404,
[2023-07-25 03:32:42.092 PM] : 	{"id":2198837,"dateTimeUTC":"2023-07-25T05:32:24.097Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":6,"logType":"test","logValue":5576,"logNote":""}
[2023-07-25 03:32:42.119 PM] : 	{"id":2198840,"dateTimeUTC":"2023-07-25T05:32:24.448Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":7718,"logNote":""}
[2023-07-25 03:32:42.119 PM] : 	{"id":2198839,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":8247,"logNote":""}
[2023-07-25 03:32:42.135 PM] : 	ToServer/AAAAAA - LOG,8,1690263162,test,7519,
[2023-07-25 03:32:42.136 PM] : 	ToServer/BBBBBB - LOG,4,1690263162,test,1683,
[2023-07-25 03:32:42.136 PM] : 	ToServer/CCCCC - LOG,7,1690263162,test,1252,
[2023-07-25 03:32:42.136 PM] : 	ToServer/DDDDD - LOG,5,1690263162,test,2326,
[2023-07-25 03:32:42.136 PM] : 	ToServer/EEEEE - LOG,0,1690263162,test,538,
[2023-07-25 03:32:42.139 PM] : 	{"id":2198846,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":9527,"logNote":""}
[2023-07-25 03:32:42.158 PM] : 	{"id":2198847,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":9971,"logNote":""}
[2023-07-25 03:32:42.167 PM] : 	{"id":2198848,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":4447,"logNote":""}
[2023-07-25 03:32:42.176 PM] : 	{"id":2198853,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":2783,"logNote":""}
[2023-07-25 03:32:42.190 PM] : 	ToServer/AAAAAA - LOG,0,1690263162,test,7106,
[2023-07-25 03:32:42.190 PM] : 	ToServer/BBBBBB - LOG,3,1690263162,test,5945,
[2023-07-25 03:32:42.190 PM] : 	ToServer/CCCCC - LOG,3,1690263162,test,5998,
[2023-07-25 03:32:42.190 PM] : 	ToServer/DDDDD - LOG,6,1690263162,test,8620,
[2023-07-25 03:32:42.190 PM] : 	ToServer/EEEEE - LOG,5,1690263162,test,5918,
[2023-07-25 03:32:42.190 PM] : 	{"id":2198854,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":2277,"logNote":""}
[2023-07-25 03:32:42.236 PM] : 	ToServer/AAAAAA - LOG,8,1690263162,test,5365,
[2023-07-25 03:32:42.236 PM] : 	ToServer/BBBBBB - LOG,9,1690263162,test,4178,
[2023-07-25 03:32:42.236 PM] : 	ToServer/CCCCC - LOG,3,1690263162,test,9756,
[2023-07-25 03:32:42.236 PM] : 	ToServer/DDDDD - LOG,7,1690263162,test,6004,
[2023-07-25 03:32:42.236 PM] : 	ToServer/EEEEE - LOG,2,1690263162,test,500,
[2023-07-25 03:32:42.251 PM] : 	{"id":2198863,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":5351,"logNote":""}
[2023-07-25 03:32:42.287 PM] : 	ToServer/AAAAAA - LOG,1,1690263162,test,9576,
[2023-07-25 03:32:42.287 PM] : 	ToServer/BBBBBB - LOG,7,1690263162,test,1985,
[2023-07-25 03:32:42.288 PM] : 	ToServer/CCCCC - LOG,3,1690263162,test,19,
[2023-07-25 03:32:42.288 PM] : 	ToServer/DDDDD - LOG,5,1690263162,test,681,
[2023-07-25 03:32:42.288 PM] : 	ToServer/EEEEE - LOG,8,1690263162,test,1306,
[2023-07-25 03:32:42.301 PM] : 	{"id":2198869,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":1969,"logNote":""}
[2023-07-25 03:32:42.329 PM] : 	{"id":2198870,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":8310,"logNote":""}
[2023-07-25 03:32:42.330 PM] : 	{"id":2198872,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":9437,"logNote":""}
[2023-07-25 03:32:42.334 PM] : 	{"id":2198877,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":9816,"logNote":""}
[2023-07-25 03:32:42.339 PM] : 	ToServer/AAAAAA - LOG,2,1690263162,test,4731,
[2023-07-25 03:32:42.340 PM] : 	ToServer/BBBBBB - LOG,0,1690263162,test,487,
[2023-07-25 03:32:42.340 PM] : 	ToServer/CCCCC - LOG,8,1690263162,test,7304,
[2023-07-25 03:32:42.340 PM] : 	ToServer/DDDDD - LOG,6,1690263162,test,1634,
[2023-07-25 03:32:42.340 PM] : 	ToServer/EEEEE - LOG,6,1690263162,test,9510,
[2023-07-25 03:32:42.347 PM] : 	{"id":2198878,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":8005,"logNote":""}
[2023-07-25 03:32:42.361 PM] : 	{"id":2198838,"dateTimeUTC":"2023-07-25T05:32:24.448Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":7622,"logNote":""}
[2023-07-25 03:32:42.389 PM] : 	ToServer/AAAAAA - LOG,0,1690263162,test,3542,
[2023-07-25 03:32:42.389 PM] : 	ToServer/BBBBBB - LOG,2,1690263162,test,7642,
[2023-07-25 03:32:42.389 PM] : 	ToServer/CCCCC - LOG,6,1690263162,test,8869,
[2023-07-25 03:32:42.389 PM] : 	ToServer/DDDDD - LOG,0,1690263162,test,7941,
[2023-07-25 03:32:42.389 PM] : 	ToServer/EEEEE - LOG,2,1690263162,test,3206,
[2023-07-25 03:32:42.416 PM] : 	{"id":2198883,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":6780,"logNote":""}
[2023-07-25 03:32:42.438 PM] : 	ToServer/AAAAAA - LOG,1,1690263162,test,5848,
[2023-07-25 03:32:42.438 PM] : 	ToServer/BBBBBB - LOG,6,1690263162,test,5219,
[2023-07-25 03:32:42.438 PM] : 	ToServer/CCCCC - LOG,6,1690263162,test,4547,
[2023-07-25 03:32:42.439 PM] : 	ToServer/DDDDD - LOG,1,1690263162,test,3431,
[2023-07-25 03:32:42.439 PM] : 	ToServer/EEEEE - LOG,5,1690263162,test,3189,
[2023-07-25 03:32:42.450 PM] : 	{"id":2198856,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":925,"logNote":""}
[2023-07-25 03:32:42.452 PM] : 	{"id":2198857,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":1408,"logNote":""}
[2023-07-25 03:32:42.452 PM] : 	{"id":2198855,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":8896,"logNote":""}
[2023-07-25 03:32:42.456 PM] : 	{"id":2198887,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":4396,"logNote":""}
[2023-07-25 03:32:42.493 PM] : 	ToServer/AAAAAA - LOG,2,1690263162,test,9781,
[2023-07-25 03:32:42.494 PM] : 	ToServer/BBBBBB - LOG,7,1690263162,test,7506,
[2023-07-25 03:32:42.494 PM] : 	ToServer/CCCCC - LOG,1,1690263162,test,5275,
[2023-07-25 03:32:42.494 PM] : 	ToServer/DDDDD - LOG,7,1690263162,test,2744,
[2023-07-25 03:32:42.494 PM] : 	ToServer/EEEEE - LOG,9,1690263162,test,611,
[2023-07-25 03:32:42.500 PM] : 	{"id":2198893,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":1221,"logNote":""}
[2023-07-25 03:32:42.500 PM] : 	{"id":2198894,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":7399,"logNote":""}
[2023-07-25 03:32:42.504 PM] : 	{"id":2198895,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":8382,"logNote":""}
[2023-07-25 03:32:42.526 PM] : 	{"id":2198901,"dateTimeUTC":"2023-07-25T05:32:24.487Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":6945,"logNote":""}
[2023-07-25 03:32:42.538 PM] : 	{"id":2198902,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":2963,"logNote":""}
[2023-07-25 03:32:42.544 PM] : 	ToServer/AAAAAA - LOG,9,1690263162,test,5659,
[2023-07-25 03:32:42.544 PM] : 	ToServer/BBBBBB - LOG,6,1690263162,test,2746,
[2023-07-25 03:32:42.544 PM] : 	ToServer/CCCCC - LOG,1,1690263162,test,6750,
[2023-07-25 03:32:42.544 PM] : 	ToServer/DDDDD - LOG,1,1690263162,test,8615,
[2023-07-25 03:32:42.544 PM] : 	ToServer/EEEEE - LOG,7,1690263162,test,7596,
[2023-07-25 03:32:42.590 PM] : 	ToServer/AAAAAA - LOG,7,1690263162,test,9999,
[2023-07-25 03:32:42.591 PM] : 	ToServer/BBBBBB - LOG,7,1690263162,test,3560,
[2023-07-25 03:32:42.591 PM] : 	ToServer/CCCCC - LOG,9,1690263162,test,5965,
[2023-07-25 03:32:42.591 PM] : 	ToServer/DDDDD - LOG,8,1690263162,test,4430,
[2023-07-25 03:32:42.591 PM] : 	ToServer/EEEEE - LOG,8,1690263162,test,3753,
[2023-07-25 03:32:42.615 PM] : 	{"id":2198910,"dateTimeUTC":"2023-07-25T05:32:24.487Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":5830,"logNote":""}
[2023-07-25 03:32:42.619 PM] : 	{"id":2198911,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"DDDDD","taskId":7,"logType":"test","logValue":9270,"logNote":""}
[2023-07-25 03:32:42.619 PM] : 	{"id":2198912,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":4585,"logNote":""}
[2023-07-25 03:32:42.624 PM] : 	{"id":2198913,"dateTimeUTC":"2023-07-25T05:32:24.487Z","timestampUTC":1690263144,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":8246,"logNote":""}
[2023-07-25 03:32:42.641 PM] : 	ToServer/AAAAAA - LOG,8,1690263162,test,2474,
[2023-07-25 03:32:42.641 PM] : 	ToServer/BBBBBB - LOG,9,1690263162,test,5553,
[2023-07-25 03:32:42.641 PM] : 	ToServer/CCCCC - LOG,6,1690263162,test,9394,
[2023-07-25 03:32:42.641 PM] : 	ToServer/DDDDD - LOG,3,1690263162,test,9636,
[2023-07-25 03:32:42.641 PM] : 	ToServer/EEEEE - LOG,2,1690263162,test,8180,
[2023-07-25 03:32:42.667 PM] : 	{"id":2198920,"dateTimeUTC":"2023-07-25T05:32:24.564Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":2634,"logNote":""}
[2023-07-25 03:32:42.667 PM] : 	{"id":2198919,"dateTimeUTC":"2023-07-25T05:32:24.525Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":1435,"logNote":""}
[2023-07-25 03:32:42.667 PM] : 	{"id":2198921,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":8712,"logNote":""}
[2023-07-25 03:32:42.683 PM] : 	{"id":2198927,"dateTimeUTC":"2023-07-25T05:32:24.564Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":4404,"logNote":""}
[2023-07-25 03:32:42.693 PM] : 	ToServer/AAAAAA - LOG,0,1690263162,test,4557,
[2023-07-25 03:32:42.693 PM] : 	ToServer/BBBBBB - LOG,8,1690263162,test,2084,
[2023-07-25 03:32:42.693 PM] : 	ToServer/CCCCC - LOG,6,1690263162,test,4713,
[2023-07-25 03:32:42.693 PM] : 	ToServer/DDDDD - LOG,5,1690263162,test,7475,
[2023-07-25 03:32:42.693 PM] : 	ToServer/EEEEE - LOG,1,1690263162,test,496,
[2023-07-25 03:32:42.704 PM] : 	{"id":2198928,"dateTimeUTC":"2023-07-25T05:32:24.564Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":7681,"logNote":""}
[2023-07-25 03:32:42.737 PM] : 	{"id":2198862,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":7655,"logNote":""}
[2023-07-25 03:32:42.741 PM] : 	{"id":2198933,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":9882,"logNote":""}
[2023-07-25 03:32:42.746 PM] : 	ToServer/AAAAAA - LOG,6,1690263162,test,2076,
[2023-07-25 03:32:42.747 PM] : 	ToServer/BBBBBB - LOG,8,1690263162,test,6497,
[2023-07-25 03:32:42.747 PM] : 	ToServer/CCCCC - LOG,7,1690263162,test,6468,
[2023-07-25 03:32:42.747 PM] : 	ToServer/DDDDD - LOG,3,1690263162,test,2319,
[2023-07-25 03:32:42.747 PM] : 	ToServer/EEEEE - LOG,1,1690263162,test,1273,
[2023-07-25 03:32:42.785 PM] : 	{"id":2198903,"dateTimeUTC":"2023-07-25T05:32:24.449Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":9251,"logNote":""}
[2023-07-25 03:32:42.792 PM] : 	{"id":2198941,"dateTimeUTC":"2023-07-25T05:32:24.602Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":3037,"logNote":""}
[2023-07-25 03:32:42.792 PM] : 	{"id":2198940,"dateTimeUTC":"2023-07-25T05:32:24.564Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":5,"logType":"test","logValue":3900,"logNote":""}
[2023-07-25 03:32:42.793 PM] : 	{"id":2198942,"dateTimeUTC":"2023-07-25T05:32:24.602Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":9241,"logNote":""}
[2023-07-25 03:32:42.802 PM] : 	ToServer/AAAAAA - LOG,2,1690263162,test,3616,
[2023-07-25 03:32:42.803 PM] : 	ToServer/BBBBBB - LOG,0,1690263162,test,7136,
[2023-07-25 03:32:42.803 PM] : 	ToServer/CCCCC - LOG,5,1690263162,test,5643,
[2023-07-25 03:32:42.803 PM] : 	ToServer/DDDDD - LOG,3,1690263162,test,9456,
[2023-07-25 03:32:42.803 PM] : 	ToServer/EEEEE - LOG,9,1690263162,test,7451,
[2023-07-25 03:32:42.830 PM] : 	{"id":2198904,"dateTimeUTC":"2023-07-25T05:32:24.486Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":5090,"logNote":""}
[2023-07-25 03:32:42.833 PM] : 	{"id":2198945,"dateTimeUTC":"2023-07-25T05:32:24.644Z","timestampUTC":1690263144,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":1609,"logNote":""}
[2023-07-25 03:32:42.833 PM] : 	{"id":2198943,"dateTimeUTC":"2023-07-25T05:32:24.602Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":8932,"logNote":""}
[2023-07-25 03:32:42.833 PM] : 	{"id":2198944,"dateTimeUTC":"2023-07-25T05:32:24.602Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":7024,"logNote":""}
[2023-07-25 03:32:42.846 PM] : 	ToServer/AAAAAA - LOG,5,1690263162,test,1374,
[2023-07-25 03:32:42.846 PM] : 	ToServer/BBBBBB - LOG,2,1690263162,test,8444,
[2023-07-25 03:32:42.846 PM] : 	ToServer/CCCCC - LOG,8,1690263162,test,7108,
[2023-07-25 03:32:42.846 PM] : 	ToServer/DDDDD - LOG,5,1690263162,test,1441,
[2023-07-25 03:32:42.847 PM] : 	ToServer/EEEEE - LOG,6,1690263162,test,2714,
[2023-07-25 03:32:42.857 PM] : 	{"id":2198950,"dateTimeUTC":"2023-07-25T05:32:24.644Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":8515,"logNote":""}
[2023-07-25 03:32:42.868 PM] : 	{"id":2198951,"dateTimeUTC":"2023-07-25T05:32:24.644Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":7241,"logNote":""}
[2023-07-25 03:32:42.895 PM] : 	ToServer/AAAAAA - LOG,8,1690263162,test,5458,
[2023-07-25 03:32:42.895 PM] : 	ToServer/BBBBBB - LOG,2,1690263162,test,6303,
[2023-07-25 03:32:42.896 PM] : 	ToServer/CCCCC - LOG,9,1690263162,test,8504,
[2023-07-25 03:32:42.896 PM] : 	ToServer/DDDDD - LOG,5,1690263162,test,7610,
[2023-07-25 03:32:42.896 PM] : 	ToServer/EEEEE - LOG,7,1690263162,test,7797,
[2023-07-25 03:32:42.910 PM] : 	{"id":2198957,"dateTimeUTC":"2023-07-25T05:32:24.697Z","timestampUTC":1690263144,"deviceId":"AAAAAA","taskId":1,"logType":"test","logValue":9903,"logNote":""}
[2023-07-25 03:32:42.910 PM] : 	{"id":2198958,"dateTimeUTC":"2023-07-25T05:32:24.643Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":407,"logNote":""}
[2023-07-25 03:32:42.944 PM] : 	ToServer/AAAAAA - LOG,5,1690263162,test,2988,
[2023-07-25 03:32:42.944 PM] : 	ToServer/BBBBBB - LOG,1,1690263162,test,558,
[2023-07-25 03:32:42.944 PM] : 	ToServer/CCCCC - LOG,8,1690263162,test,2537,
[2023-07-25 03:32:42.944 PM] : 	ToServer/DDDDD - LOG,1,1690263162,test,7388,
[2023-07-25 03:32:42.944 PM] : 	ToServer/EEEEE - LOG,0,1690263162,test,5056,
[2023-07-25 03:32:42.950 PM] : 	{"id":2198964,"dateTimeUTC":"2023-07-25T05:32:24.698Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":5394,"logNote":""}
[2023-07-25 03:32:42.954 PM] : 	{"id":2198965,"dateTimeUTC":"2023-07-25T05:32:24.698Z","timestampUTC":1690263144,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":4760,"logNote":""}
[2023-07-25 03:32:42.960 PM] : 	{"id":2198966,"dateTimeUTC":"2023-07-25T05:32:24.698Z","timestampUTC":1690263144,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":568,"logNote":""}
[2023-07-25 03:32:42.960 PM] : 	{"id":2198967,"dateTimeUTC":"2023-07-25T05:32:24.745Z","timestampUTC":1690263144,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":4902,"logNote":""}
[2023-07-25 03:32:42.992 PM] : 	{"id":2198972,"dateTimeUTC":"2023-07-25T05:32:24.745Z","timestampUTC":1690263144,"deviceId":"CCCCC","taskId":5,"logType":"test","logValue":6727,"logNote":""}
[2023-07-25 03:32:42.996 PM] : 	ToServer/AAAAAA - LOG,4,1690263162,test,8054,
[2023-07-25 03:32:42.996 PM] : 	ToServer/BBBBBB - LOG,0,1690263162,test,7845,
[2023-07-25 03:32:42.996 PM] : 	ToServer/CCCCC - LOG,6,1690263162,test,9351,
[2023-07-25 03:32:42.996 PM] : 	ToServer/DDDDD - LOG,3,1690263162,test,6371,
[2023-07-25 03:32:42.996 PM] : 	ToServer/EEEEE - LOG,8,1690263162,test,5980,
