[2023-07-18 12:49:55.960 PM] : 	ToServer/0ACFD54A - CHK,0,1689560528
[2023-07-18 12:50:29.769 PM] : 	ToServer/CCCCC - LOG,6,1689648629,test,4691,
[2023-07-18 12:50:29.769 PM] : 	ToServer/DDDDD - LOG,6,1689648629,test,5687,
[2023-07-18 12:50:29.769 PM] : 	ToServer/EEEEE - LOG,1,1689648629,test,5124,
[2023-07-18 12:50:29.772 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.773 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.773 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.798 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.798 PM] : 	{"id":2169711,"dateTimeUTC":"2023-07-18T02:50:27.095Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":1009,"logNote":""}
[2023-07-18 12:50:29.798 PM] : 	{"id":2169709,"dateTimeUTC":"2023-07-18T02:50:27.145Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":6267,"logNote":""}
[2023-07-18 12:50:29.803 PM] : 	{"id":2169710,"dateTimeUTC":"2023-07-18T02:50:27.095Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":1978,"logNote":""}
[2023-07-18 12:50:29.807 PM] : 	{"id":2169712,"dateTimeUTC":"2023-07-18T02:50:27.144Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":2703,"logNote":""}
[2023-07-18 12:50:29.808 PM] : 	{"id":2169708,"dateTimeUTC":"2023-07-18T02:50:27.095Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":8595,"logNote":""}
[2023-07-18 12:50:29.821 PM] : 	{"id":2169713,"dateTimeUTC":"2023-07-18T02:50:27.145Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":7886,"logNote":""}
[2023-07-18 12:50:29.822 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.822 PM] : 	ToServer/AAAAAA - LOG,0,1689648629,test,2125,
[2023-07-18 12:50:29.822 PM] : 	ToServer/BBBBBB - LOG,8,1689648629,test,4736,
[2023-07-18 12:50:29.822 PM] : 	ToServer/CCCCC - LOG,0,1689648629,test,7443,
[2023-07-18 12:50:29.822 PM] : 	ToServer/DDDDD - LOG,0,1689648629,test,202,
[2023-07-18 12:50:29.822 PM] : 	ToServer/EEEEE - LOG,8,1689648629,test,3959,
[2023-07-18 12:50:29.823 PM] : 	{"id":2169714,"dateTimeUTC":"2023-07-18T02:50:27.145Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":9170,"logNote":""}
[2023-07-18 12:50:29.830 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.857 PM] : 	{"id":2169717,"dateTimeUTC":"2023-07-18T02:50:27.197Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":2586,"logNote":""}
[2023-07-18 12:50:29.865 PM] : 	{"id":2169718,"dateTimeUTC":"2023-07-18T02:50:27.197Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":8605,"logNote":""}
[2023-07-18 12:50:29.866 PM] : 	{"id":2169719,"dateTimeUTC":"2023-07-18T02:50:27.197Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":6057,"logNote":""}
[2023-07-18 12:50:29.872 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.873 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.874 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.875 PM] : 	ToServer/AAAAAA - LOG,1,1689648629,test,1326,
[2023-07-18 12:50:29.875 PM] : 	ToServer/BBBBBB - LOG,1,1689648629,test,2736,
[2023-07-18 12:50:29.876 PM] : 	ToServer/CCCCC - LOG,0,1689648629,test,7533,
[2023-07-18 12:50:29.876 PM] : 	ToServer/DDDDD - LOG,3,1689648629,test,5445,
[2023-07-18 12:50:29.876 PM] : 	ToServer/EEEEE - LOG,0,1689648629,test,6728,
[2023-07-18 12:50:29.876 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.887 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.895 PM] : 	{"id":2169723,"dateTimeUTC":"2023-07-18T02:50:27.197Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":6113,"logNote":""}
[2023-07-18 12:50:29.896 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.920 PM] : 	{"id":2169725,"dateTimeUTC":"2023-07-18T02:50:27.255Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":2792,"logNote":""}
[2023-07-18 12:50:29.920 PM] : 	{"id":2169724,"dateTimeUTC":"2023-07-18T02:50:27.255Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":7756,"logNote":""}
[2023-07-18 12:50:29.925 PM] : 	{"id":2169726,"dateTimeUTC":"2023-07-18T02:50:27.255Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":2643,"logNote":""}
[2023-07-18 12:50:29.935 PM] : 	ToServer/AAAAAA - LOG,3,1689648629,test,7414,
[2023-07-18 12:50:29.935 PM] : 	ToServer/BBBBBB - LOG,9,1689648629,test,9741,
[2023-07-18 12:50:29.935 PM] : 	ToServer/CCCCC - LOG,1,1689648629,test,707,
[2023-07-18 12:50:29.935 PM] : 	ToServer/DDDDD - LOG,4,1689648629,test,812,
[2023-07-18 12:50:29.935 PM] : 	ToServer/EEEEE - LOG,2,1689648629,test,4998,
[2023-07-18 12:50:29.938 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.939 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.948 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.948 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.953 PM] : 	{"id":2169732,"dateTimeUTC":"2023-07-18T02:50:27.255Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":4748,"logNote":""}
[2023-07-18 12:50:29.960 PM] : 	{"id":2169733,"dateTimeUTC":"2023-07-18T02:50:27.255Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":9505,"logNote":""}
[2023-07-18 12:50:29.973 PM] : 	{"id":2169734,"dateTimeUTC":"2023-07-18T02:50:27.307Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":1469,"logNote":""}
[2023-07-18 12:50:29.994 PM] : 	ToServer/AAAAAA - LOG,5,1689648629,test,4756,
[2023-07-18 12:50:29.994 PM] : 	ToServer/BBBBBB - LOG,5,1689648629,test,5307,
[2023-07-18 12:50:29.994 PM] : 	ToServer/CCCCC - LOG,2,1689648629,test,7059,
[2023-07-18 12:50:29.994 PM] : 	ToServer/DDDDD - LOG,1,1689648629,test,9264,
[2023-07-18 12:50:29.994 PM] : 	ToServer/EEEEE - LOG,1,1689648629,test,2216,
[2023-07-18 12:50:29.995 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:29.997 PM] : 	{"id":2169741,"dateTimeUTC":"2023-07-18T02:50:27.307Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":9782,"logNote":""}
[2023-07-18 12:50:29.998 PM] : 	{"id":2169742,"dateTimeUTC":"2023-07-18T02:50:27.307Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":5518,"logNote":""}
[2023-07-18 12:50:29.998 PM] : 	{"id":2169735,"dateTimeUTC":"2023-07-18T02:50:27.307Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":5136,"logNote":""}
[2023-07-18 12:50:30.028 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.029 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.029 PM] : 	{"id":2169743,"dateTimeUTC":"2023-07-18T02:50:27.307Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":5092,"logNote":""}
[2023-07-18 12:50:30.030 PM] : 	{"id":2169745,"dateTimeUTC":"2023-07-18T02:50:27.365Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":2198,"logNote":""}
[2023-07-18 12:50:30.030 PM] : 	{"id":2169744,"dateTimeUTC":"2023-07-18T02:50:27.365Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":2667,"logNote":""}
[2023-07-18 12:50:30.036 PM] : 	{"id":2169746,"dateTimeUTC":"2023-07-18T02:50:27.365Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":6271,"logNote":""}
[2023-07-18 12:50:30.042 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.053 PM] : 	ToServer/AAAAAA - LOG,4,1689648629,test,465,
[2023-07-18 12:50:30.053 PM] : 	ToServer/BBBBBB - LOG,8,1689648629,test,7579,
[2023-07-18 12:50:30.053 PM] : 	ToServer/CCCCC - LOG,3,1689648629,test,4847,
[2023-07-18 12:50:30.053 PM] : 	ToServer/DDDDD - LOG,0,1689648629,test,7794,
[2023-07-18 12:50:30.053 PM] : 	ToServer/EEEEE - LOG,2,1689648629,test,7173,
[2023-07-18 12:50:30.056 PM] : 	{"id":2169747,"dateTimeUTC":"2023-07-18T02:50:27.365Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":2388,"logNote":""}
[2023-07-18 12:50:30.057 PM] : 	{"id":2169748,"dateTimeUTC":"2023-07-18T02:50:27.365Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":4023,"logNote":""}
[2023-07-18 12:50:30.062 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.063 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.063 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.076 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.095 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.101 PM] : 	ToServer/AAAAAA - LOG,3,1689648630,test,6856,
[2023-07-18 12:50:30.101 PM] : 	ToServer/BBBBBB - LOG,3,1689648630,test,7076,
[2023-07-18 12:50:30.101 PM] : 	ToServer/CCCCC - LOG,7,1689648630,test,937,
[2023-07-18 12:50:30.101 PM] : 	ToServer/DDDDD - LOG,6,1689648630,test,3514,
[2023-07-18 12:50:30.101 PM] : 	ToServer/EEEEE - LOG,3,1689648630,test,6875,
[2023-07-18 12:50:30.102 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.105 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.110 PM] : 	{"id":2169758,"dateTimeUTC":"2023-07-18T02:50:27.418Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":3048,"logNote":""}
[2023-07-18 12:50:30.120 PM] : 	{"id":2169761,"dateTimeUTC":"2023-07-18T02:50:27.418Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":605,"logNote":""}
[2023-07-18 12:50:30.121 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.126 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.126 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.126 PM] : 	{"id":2169759,"dateTimeUTC":"2023-07-18T02:50:27.418Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":6844,"logNote":""}
[2023-07-18 12:50:30.126 PM] : 	{"id":2169760,"dateTimeUTC":"2023-07-18T02:50:27.418Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":1457,"logNote":""}
[2023-07-18 12:50:30.137 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.161 PM] : 	ToServer/AAAAAA - LOG,4,1689648630,test,4548,
[2023-07-18 12:50:30.162 PM] : 	ToServer/BBBBBB - LOG,7,1689648630,test,4245,
[2023-07-18 12:50:30.162 PM] : 	ToServer/CCCCC - LOG,8,1689648630,test,5526,
[2023-07-18 12:50:30.162 PM] : 	ToServer/DDDDD - LOG,0,1689648630,test,1101,
[2023-07-18 12:50:30.162 PM] : 	ToServer/EEEEE - LOG,9,1689648630,test,463,
[2023-07-18 12:50:30.162 PM] : 	{"id":2169762,"dateTimeUTC":"2023-07-18T02:50:27.471Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":6134,"logNote":""}
[2023-07-18 12:50:30.173 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.174 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.174 PM] : 	{"id":2169767,"dateTimeUTC":"2023-07-18T02:50:27.471Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":1301,"logNote":""}
[2023-07-18 12:50:30.177 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.185 PM] : 	{"id":2169768,"dateTimeUTC":"2023-07-18T02:50:27.471Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":4775,"logNote":""}
[2023-07-18 12:50:30.194 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.203 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.208 PM] : 	{"id":2169770,"dateTimeUTC":"2023-07-18T02:50:27.530Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":7183,"logNote":""}
[2023-07-18 12:50:30.213 PM] : 	{"id":2169771,"dateTimeUTC":"2023-07-18T02:50:27.530Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":5186,"logNote":""}
[2023-07-18 12:50:30.219 PM] : 	ToServer/AAAAAA - LOG,6,1689648630,test,2984,
[2023-07-18 12:50:30.219 PM] : 	ToServer/BBBBBB - LOG,7,1689648630,test,2901,
[2023-07-18 12:50:30.219 PM] : 	ToServer/CCCCC - LOG,5,1689648630,test,5104,
[2023-07-18 12:50:30.219 PM] : 	ToServer/DDDDD - LOG,5,1689648630,test,682,
[2023-07-18 12:50:30.219 PM] : 	ToServer/EEEEE - LOG,2,1689648630,test,6847,
[2023-07-18 12:50:30.219 PM] : 	{"id":2169772,"dateTimeUTC":"2023-07-18T02:50:27.530Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":4637,"logNote":""}
[2023-07-18 12:50:30.220 PM] : 	{"id":2169773,"dateTimeUTC":"2023-07-18T02:50:27.530Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":5195,"logNote":""}
[2023-07-18 12:50:30.220 PM] : 	{"id":2169769,"dateTimeUTC":"2023-07-18T02:50:27.530Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":5104,"logNote":""}
[2023-07-18 12:50:30.229 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.239 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.239 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.240 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.250 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.275 PM] : 	ToServer/AAAAAA - LOG,6,1689648630,test,6247,
[2023-07-18 12:50:30.275 PM] : 	ToServer/BBBBBB - LOG,3,1689648630,test,5864,
[2023-07-18 12:50:30.275 PM] : 	ToServer/CCCCC - LOG,7,1689648630,test,4599,
[2023-07-18 12:50:30.275 PM] : 	ToServer/DDDDD - LOG,7,1689648630,test,4896,
[2023-07-18 12:50:30.275 PM] : 	ToServer/EEEEE - LOG,5,1689648630,test,3512,
[2023-07-18 12:50:30.275 PM] : 	{"id":2169780,"dateTimeUTC":"2023-07-18T02:50:27.577Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":4576,"logNote":""}
[2023-07-18 12:50:30.278 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.283 PM] : 	{"id":2169781,"dateTimeUTC":"2023-07-18T02:50:27.577Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":6414,"logNote":""}
[2023-07-18 12:50:30.292 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.297 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.297 PM] : 	{"id":2169783,"dateTimeUTC":"2023-07-18T02:50:27.578Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":9979,"logNote":""}
[2023-07-18 12:50:30.298 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.306 PM] : 	{"id":2169787,"dateTimeUTC":"2023-07-18T02:50:27.578Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":8021,"logNote":""}
[2023-07-18 12:50:30.327 PM] : 	ToServer/AAAAAA - LOG,8,1689648630,test,4767,
[2023-07-18 12:50:30.327 PM] : 	ToServer/BBBBBB - LOG,5,1689648630,test,3051,
[2023-07-18 12:50:30.328 PM] : 	ToServer/CCCCC - LOG,8,1689648630,test,9920,
[2023-07-18 12:50:30.328 PM] : 	ToServer/DDDDD - LOG,1,1689648630,test,2304,
[2023-07-18 12:50:30.328 PM] : 	ToServer/EEEEE - LOG,6,1689648630,test,4966,
[2023-07-18 12:50:30.328 PM] : 	{"id":2169789,"dateTimeUTC":"2023-07-18T02:50:27.631Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":7,"logType":"test","logValue":918,"logNote":""}
[2023-07-18 12:50:30.328 PM] : 	{"id":2169796,"dateTimeUTC":"2023-07-18T02:50:27.631Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":6,"logType":"test","logValue":5342,"logNote":""}
[2023-07-18 12:50:30.328 PM] : 	{"id":2169790,"dateTimeUTC":"2023-07-18T02:50:27.631Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":6874,"logNote":""}
[2023-07-18 12:50:30.328 PM] : 	{"id":2169791,"dateTimeUTC":"2023-07-18T02:50:27.631Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":7372,"logNote":""}
[2023-07-18 12:50:30.341 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.347 PM] : 	{"id":2169797,"dateTimeUTC":"2023-07-18T02:50:27.631Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":7675,"logNote":""}
[2023-07-18 12:50:30.352 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.352 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.355 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.379 PM] : 	ToServer/AAAAAA - LOG,2,1689648630,test,9153,
[2023-07-18 12:50:30.380 PM] : 	ToServer/BBBBBB - LOG,2,1689648630,test,7132,
[2023-07-18 12:50:30.380 PM] : 	ToServer/CCCCC - LOG,0,1689648630,test,8553,
[2023-07-18 12:50:30.380 PM] : 	ToServer/DDDDD - LOG,8,1689648630,test,7113,
[2023-07-18 12:50:30.380 PM] : 	ToServer/EEEEE - LOG,4,1689648630,test,211,
[2023-07-18 12:50:30.380 PM] : 	{"id":2169802,"dateTimeUTC":"2023-07-18T02:50:27.685Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":3609,"logNote":""}
[2023-07-18 12:50:30.388 PM] : 	{"id":2169803,"dateTimeUTC":"2023-07-18T02:50:27.685Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":6075,"logNote":""}
[2023-07-18 12:50:30.394 PM] : 	{"id":2169804,"dateTimeUTC":"2023-07-18T02:50:27.685Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":9888,"logNote":""}
[2023-07-18 12:50:30.399 PM] : 	{"id":2169805,"dateTimeUTC":"2023-07-18T02:50:27.685Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":9253,"logNote":""}
[2023-07-18 12:50:30.399 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.400 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.400 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.409 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.427 PM] : 	{"id":2169806,"dateTimeUTC":"2023-07-18T02:50:27.685Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":5216,"logNote":""}
[2023-07-18 12:50:30.429 PM] : 	ToServer/AAAAAA - LOG,3,1689648630,test,2833,
[2023-07-18 12:50:30.429 PM] : 	ToServer/BBBBBB - LOG,0,1689648630,test,9438,
[2023-07-18 12:50:30.429 PM] : 	ToServer/CCCCC - LOG,1,1689648630,test,7834,
[2023-07-18 12:50:30.429 PM] : 	ToServer/DDDDD - LOG,2,1689648630,test,7492,
[2023-07-18 12:50:30.429 PM] : 	ToServer/EEEEE - LOG,0,1689648630,test,5447,
[2023-07-18 12:50:30.437 PM] : 	{"id":2169810,"dateTimeUTC":"2023-07-18T02:50:27.736Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":6,"logType":"test","logValue":7963,"logNote":""}
[2023-07-18 12:50:30.453 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.453 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.453 PM] : 	{"id":2169813,"dateTimeUTC":"2023-07-18T02:50:27.736Z","timestampUTC":1689648627,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":8242,"logNote":""}
[2023-07-18 12:50:30.453 PM] : 	{"id":2169812,"dateTimeUTC":"2023-07-18T02:50:27.736Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":3212,"logNote":""}
[2023-07-18 12:50:30.454 PM] : 	{"id":2169811,"dateTimeUTC":"2023-07-18T02:50:27.736Z","timestampUTC":1689648627,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":463,"logNote":""}
[2023-07-18 12:50:30.467 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.473 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.473 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.474 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.492 PM] : 	ToServer/AAAAAA - LOG,1,1689648630,test,8021,
[2023-07-18 12:50:30.492 PM] : 	ToServer/BBBBBB - LOG,3,1689648630,test,2420,
[2023-07-18 12:50:30.492 PM] : 	ToServer/CCCCC - LOG,7,1689648630,test,7887,
[2023-07-18 12:50:30.492 PM] : 	ToServer/DDDDD - LOG,3,1689648630,test,3252,
[2023-07-18 12:50:30.492 PM] : 	ToServer/EEEEE - LOG,9,1689648630,test,3000,
[2023-07-18 12:50:30.498 PM] : 	{"id":2169819,"dateTimeUTC":"2023-07-18T02:50:27.787Z","timestampUTC":1689648627,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":510,"logNote":""}
[2023-07-18 12:50:30.499 PM] : 	{"id":2169820,"dateTimeUTC":"2023-07-18T02:50:27.787Z","timestampUTC":1689648627,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":9806,"logNote":""}
[2023-07-18 12:50:30.528 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.528 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.528 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:30.528 PM] : 	{"id":2169821,"dateTimeUTC":"2023-07-18T02:50:27.787Z","timestampUTC":1689648627,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":2305,"logNote":""}
